state,year,law,definition,status,link
Texas,1997,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,1997,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,1997,nosyg,No stand your ground law,Repealed,
Texas,1997,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,1997,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,1997,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,1997,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,1998,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,1998,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,1998,college,No gun carrying allowed on college campuses,Current,
Texas,1998,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,1998,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,1998,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,1998,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,1998,nosyg,No stand your ground law,Repealed,
Texas,1998,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,1998,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,1998,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,1998,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,1999,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,1999,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,1999,college,No gun carrying allowed on college campuses,Current,
Texas,1999,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,1999,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,1999,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,1999,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,1999,nosyg,No stand your ground law,Repealed,
Texas,1999,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,1999,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,1999,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,1999,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2000,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2000,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2000,college,No gun carrying allowed on college campuses,Current,
Texas,2000,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2000,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2000,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2000,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2000,nosyg,No stand your ground law,Repealed,
Texas,2000,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2000,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2000,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2000,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2001,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2001,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2001,college,No gun carrying allowed on college campuses,Current,
Texas,2001,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2001,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2001,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2001,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2001,nosyg,No stand your ground law,Repealed,
Texas,2001,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2001,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2001,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2001,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2001,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2001,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2001,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2001,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2002,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2002,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2002,college,No gun carrying allowed on college campuses,Current,
Texas,2002,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2002,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2002,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2002,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2002,nosyg,No stand your ground law,Repealed,
Texas,2002,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2002,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2002,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2002,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2002,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2002,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2002,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2002,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2003,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2003,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2003,college,No gun carrying allowed on college campuses,Current,
Texas,2003,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2003,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2003,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2003,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2003,nosyg,No stand your ground law,Repealed,
Texas,2003,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2003,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2003,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2003,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2003,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2003,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2003,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2003,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2004,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2004,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2004,college,No gun carrying allowed on college campuses,Current,
Texas,2004,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2004,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2004,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2004,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2004,nosyg,No stand your ground law,Repealed,
Texas,2004,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2004,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2004,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2004,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2004,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2004,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2004,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2004,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2005,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2005,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2005,college,No gun carrying allowed on college campuses,Current,
Texas,2005,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2005,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2005,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2005,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2005,nosyg,No stand your ground law,Repealed,
Texas,2005,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2005,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2005,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2005,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2005,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2005,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2005,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2005,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2006,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2006,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2006,college,No gun carrying allowed on college campuses,Current,
Texas,2006,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2006,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2006,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2006,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2006,nosyg,No stand your ground law,Repealed,
Texas,2006,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2006,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2006,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2006,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2006,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2006,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2006,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2006,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2007,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2007,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2007,college,No gun carrying allowed on college campuses,Current,
Texas,2007,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2007,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2007,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2007,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2007,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2007,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2007,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2007,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2007,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2007,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2007,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2007,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2008,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2008,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2008,college,No gun carrying allowed on college campuses,Current,
Texas,2008,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2008,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2008,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2008,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2008,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2008,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2008,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2008,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2008,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2008,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2008,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2008,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2008,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2008,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2009,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2009,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2009,college,No gun carrying allowed on college campuses,Current,
Texas,2009,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2009,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2009,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2009,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2009,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2009,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2009,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2009,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2009,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2009,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2009,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2009,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2009,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2009,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2010,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2010,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2010,college,No gun carrying allowed on college campuses,Current,
Texas,2010,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2010,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2010,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2010,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2010,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2010,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2010,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2010,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2010,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2010,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2010,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2010,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2010,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2010,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2011,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2011,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2011,college,No gun carrying allowed on college campuses,Current,
Texas,2011,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2011,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2011,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2011,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2011,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2011,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2011,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2011,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2011,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2011,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2011,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2011,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2011,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2011,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2012,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2012,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2012,college,No gun carrying allowed on college campuses,Current,
Texas,2012,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2012,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2012,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2012,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2012,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2012,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2012,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2012,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2012,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2012,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2012,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2012,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2012,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2012,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2013,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2013,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2013,gvrolawmentalhealth,The law allows a law enforcement officer to initiate a procedure to confiscate firearms from any person who by virtue of impaired mental health is deemed by a judge to represent a threat to themselves or others,Current,
Texas,2013,college,No gun carrying allowed on college campuses,Current,
Texas,2013,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2013,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2013,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2013,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2013,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2013,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2013,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2013,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2013,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2013,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2013,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2013,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2013,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2013,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2014,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2014,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2014,gvrolawmentalhealth,The law allows a law enforcement officer to initiate a procedure to confiscate firearms from any person who by virtue of impaired mental health is deemed by a judge to represent a threat to themselves or others,Current,
Texas,2014,college,No gun carrying allowed on college campuses,Current,
Texas,2014,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2014,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2014,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2014,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2014,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2014,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2014,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2014,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2014,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2014,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2014,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2014,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2014,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2014,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2015,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2015,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2015,gvrolawmentalhealth,The law allows a law enforcement officer to initiate a procedure to confiscate firearms from any person who by virtue of impaired mental health is deemed by a judge to represent a threat to themselves or others,Current,
Texas,2015,college,No gun carrying allowed on college campuses,Current,
Texas,2015,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Repealed,
Texas,2015,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2015,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2015,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2015,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2015,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2015,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2015,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2015,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2015,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2015,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2015,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2015,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2015,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Texas,2016,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Texas,2016,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
Texas,2016,gvrolawmentalhealth,The law allows a law enforcement officer to initiate a procedure to confiscate firearms from any person who by virtue of impaired mental health is deemed by a judge to represent a threat to themselves or others,Current,
Texas,2016,college,No gun carrying allowed on college campuses,Current,
Texas,2016,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
Texas,2016,permitconcealed,Permit required to carry concealed weapons,Current,
Texas,2016,ccbackground,Concealed carry permit process requires a background check,Current,
Texas,2016,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
Texas,2016,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
Texas,2016,cap16,Criminal liability applies to children less than 16 years old,Current,
Texas,2016,cap14,Criminal liability applies to children less than 14 years old,Current,
Texas,2016,mcdv,State law automatically prohibits misdemeanor crime of domestic violence (MCDV) offenders from possessing firearms,Current,
Texas,2016,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
Texas,2016,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
Texas,2016,exparte,Ex parte (temporary) DVRO subjects are automatically prohibited from possessing firearms,Current,
Texas,2016,expartedating,Ex parte DVROs are prohibiting if the petitioner is a dating partner of the DVRO subject,Current,
Texas,2016,stalking,A stalking conviction is prohibitive for firearm possession,Current,
Utah,1991,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1991,mayissue,"""May issue"" state",Repealed,
Utah,1991,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1991,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1991,nosyg,No stand your ground law,Repealed,
Utah,1991,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1992,college,No gun carrying allowed on college campuses,Repealed,
Utah,1992,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1992,mayissue,"""May issue"" state",Repealed,
Utah,1992,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1992,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1992,nosyg,No stand your ground law,Repealed,
Utah,1992,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1993,college,No gun carrying allowed on college campuses,Repealed,
Utah,1993,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1993,mayissue,"""May issue"" state",Repealed,
Utah,1993,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1993,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1993,nosyg,No stand your ground law,Repealed,
Utah,1993,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1994,college,No gun carrying allowed on college campuses,Repealed,
Utah,1994,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1994,mayissue,"""May issue"" state",Repealed,
Utah,1994,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1994,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1994,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1995,college,No gun carrying allowed on college campuses,Repealed,
Utah,1995,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1995,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1995,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1995,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1995,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,1996,college,No gun carrying allowed on college campuses,Repealed,
Utah,1996,permitconcealed,Permit required to carry concealed weapons,Current,
Utah,1996,ccbackground,Concealed carry permit process requires a background check,Current,
Utah,1996,ccrevoke,Authorities are required to revoke concealed carry permits under certain circumstances,Current,
Utah,1996,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Repealed,
Utah,1996,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
Utah,1997,felony,Felony conviction is prohibitive for firearm purchase/possession,Current,
Utah,1997,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
